Title,Artist,Creation_Date,estimate_year,url,img_URL,Medium,height_cm,width_cm,Accession_number
Barra,Samuel John Peploe,c.1902–1903,1902,https://artuk.org/discover/artworks/barra-85636/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_3039-001.jpg,oil on panel,18.7,24.1,3039
Old Tom Morris,Samuel John Peploe,c.1901,1901,https://artuk.org/discover/artworks/old-tom-morris-85642/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_3313-001.jpg,oil on canvas,127.0,101.6,3313
Roses,Samuel John Peploe,,,https://artuk.org/discover/artworks/roses-56618/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/NTV/MM/NTV_MM_228-001.jpg,oil on board,44.0,39.0,MIDMA_FA_1029
Roses,Samuel John Peploe,c.1920,1920,https://artuk.org/discover/artworks/roses-85635/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2810-001.jpg,oil on canvas,50.8,40.6,2810
Landscape,Samuel John Peploe,,,https://artuk.org/discover/artworks/landscape-85627/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2338-001.jpg,oil on canvas,33.0,40.6,2338
Still Life with Tulips,Samuel John Peploe,c.1920–1930,1925,https://artuk.org/discover/artworks/still-life-with-tulips-85643/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_3319-001.jpg,oil on canvas,54.5,45.5,3319
"Still Life, White Roses",Samuel John Peploe,c.1925,1925,https://artuk.org/discover/artworks/still-life-white-roses-85630/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2414-001.jpg,oil on canvas,45.7,40.6,2414
"The Cornfield, Douglas Hall",Samuel John Peploe,1919,1919,https://artuk.org/discover/artworks/the-cornfield-douglas-hall-85632/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2416-001.jpg,oil on panel,33.0,39.4,2416
The Brown Crock,Samuel John Peploe,c.1925,1925,https://artuk.org/discover/artworks/the-brown-crock-85629/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2413-001.jpg,oil on canvas,61.0,50.8,2413
"Still Life, Red Roses",Samuel John Peploe,c.1931,1931,https://artuk.org/discover/artworks/still-life-red-roses-85625/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_1824-001.jpg,oil on canvas,55.9,50.8,1824
Interior with a Japanese Print,Samuel John Peploe,c.1915,1915,https://artuk.org/discover/artworks/interior-with-a-japanese-print-77981/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/ERY/HUAC/ERY_HUAC_104-001.jpg,oil on canvas,80.0,62.2,104
"Ceres, Fife",Samuel John Peploe,1900–1935,1918,https://artuk.org/discover/artworks/ceres-fife-125608/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/CSF/SAU/CSF_SAU_HC_86-001.jpg,oil on board,55.0,62.0,HC86
Bernaval,Samuel John Peploe,c.1904–1905,1904,https://artuk.org/discover/artworks/bernaval-85640/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_3228-001.jpg,oil on panel,15.9,23.5,3228
Ceres,Samuel John Peploe,c.1920–1925,1922,https://artuk.org/discover/artworks/ceres-85637/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_3225-001.jpg,oil on panel,33.0,40.9,3225
"Evening, North Berwick",Samuel John Peploe,c.1903,1903,https://artuk.org/discover/artworks/evening-north-berwick-85641/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_3229-001.jpg,oil on panel,16.0,23.8,3229
Farm Steading,Samuel John Peploe,,,https://artuk.org/discover/artworks/farm-steading-85639/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_3227-001.jpg,oil on panel,34.7,25.7,3227
Still Life,Samuel John Peploe,c.1920–1930,1925,https://artuk.org/discover/artworks/still-life-85626/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_1839-001.jpg,oil on canvas,50.8,40.6,1839
Old Duff,Samuel John Peploe,1922,1922,https://artuk.org/discover/artworks/old-duff-85634/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2686-001.jpg,oil on canvas,101.6,74.9,2686
Pink Roses,Samuel John Peploe,,,https://artuk.org/discover/artworks/pink-roses-85646/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_35_588-001.jpg,oil on canvas,61.0,50.8,35.588
Roses,Samuel John Peploe,,,https://artuk.org/discover/artworks/roses-85647/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_35_589-001.jpg,oil on canvas,50.8,50.8,35.589
Still Life,Samuel John Peploe,1930,1930,https://artuk.org/discover/artworks/still-life-105006/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/ABD/UA/ABD_UA_30195-001.jpg,oil on canvas,55.0,49.0,ABDUA 30195
Girl in a White Dress,Samuel John Peploe,,,https://artuk.org/discover/artworks/girl-in-a-white-dress-85645/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_35_587-001.jpg,oil on canvas,61.0,40.6,35.587
"Still Life, Pink Roses",Samuel John Peploe,1926,1926,https://artuk.org/discover/artworks/still-life-pink-roses-85628/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2412-001.jpg,oil on canvas,50.8,40.6,2412
Still Life with Paint Tubes,Samuel John Peploe,c.1903,1903,https://artuk.org/discover/artworks/still-life-with-paint-tubes-85638/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_3226-001.jpg,oil on panel,20.0,25.5,3226
Landscape,Samuel John Peploe,,,https://artuk.org/discover/artworks/landscape-85633/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2655-001.jpg,oil on paper,19.4,17.1,2655
Laggan Farm Buildings near Dalbeattie,Samuel John Peploe,c.1916,1916,https://artuk.org/discover/artworks/laggan-farm-buildings-near-dalbeattie-85631/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2415-001.jpg,oil on panel,31.8,38.1,2415
Coffee and Liqueur,Samuel John Peploe,c.1905,1905,https://artuk.org/discover/artworks/coffee-and-liqueur-85644/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_35_586-001.jpg,oil on panel,26.7,34.3,35.586
Flower Piece,Samuel John Peploe,,,https://artuk.org/discover/artworks/flower-piece-190376/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/STC/REN/STC_REN_A0409_V-001.jpg,oil on canvas,40.0,50.0,A0409
Flower Piece,Samuel John Peploe,,,https://artuk.org/discover/artworks/flower-piece-190375/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/STC/REN/STC_REN_A0409_R-001.jpg,oil on canvas,50.0,40.0,A0409
Kirkcudbright,Samuel John Peploe,,,https://artuk.org/discover/artworks/kirkcudbright-190374/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/STC/REN/STC_REN_A0358-001.jpg,oil on canvas,32.0,39.0,A0358
Iona,Samuel John Peploe,,,https://artuk.org/discover/artworks/iona-187869/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/STC/EDS/STC_EDS_MINAG_1984_60-001.jpg,oil on board,33.0,39.5,MINAG_1984.60
Study of a Baby in a Bath,Samuel John Peploe,c.1910,1910,https://artuk.org/discover/artworks/study-of-a-baby-in-a-bath-187868/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/STC/EDS/STC_EDS_MINAG_1984_132-001.jpg,oil & charcoal on paper,22.0,15.0,MINAG_1984.132
"Still Life with Bowl of Fruit, Jug, Cup and Saucer",Samuel John Peploe,1927–1929,1928,https://artuk.org/discover/artworks/still-life-with-bowl-of-fruit-jug-cup-and-saucer-33933/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/BRM/BMAG/BRM_BMAG_1948P34JL-001.jpg,oil on panel,40.7,45.7,1948P34
Roses and Fan,Samuel John Peploe,c.1919–1922,1920,https://artuk.org/discover/artworks/roses-and-fan-92788/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/DUN/DAGM/DUN_DAGM_12_1944-001.jpg,oil on canvas,45.7,40.6,12-1944
"Mixed Fruit – Melon, Grapes and Apples",Samuel John Peploe,1926,1926,https://artuk.org/discover/artworks/mixed-fruit-melon-grapes-and-apples-92787/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/DUN/DAGM/DUN_DAGM_32_1956-001.jpg,oil on canvas,45.7,40.6,32-1956
"Iona, Grey Day",Samuel John Peploe,1927,1927,https://artuk.org/discover/artworks/iona-grey-day-107553/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/AAG/ABD_AAG_ag010708-001.jpg,oil on canvas,50.8,61.3,ABDAG010708
Mrs Peploe,Samuel John Peploe,1907,1907,https://artuk.org/discover/artworks/mrs-peploe-107555/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/AAG/ABD_AAG_ag010710-001.jpg,oil on canvas,61.4,51.3,ABDAG010710
River,Samuel John Peploe,1932–1933,1932,https://artuk.org/discover/artworks/river-107551/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/AAG/ABD_AAG_ag010706-001.jpg,oil on canvas,53.0,63.2,ABDAG010706
Aspidistra,Samuel John Peploe,1927,1927,https://artuk.org/discover/artworks/aspidistra-107560/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/AAG/ABD_AAG_ag010715-001.jpg,oil on canvas,71.2,51.5,ABDAG010715
"Blue Sea, Iona",Samuel John Peploe,1927,1927,https://artuk.org/discover/artworks/blue-sea-iona-107557/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/AAG/ABD_AAG_ag010712-001.jpg,oil on canvas,51.0,61.3,ABDAG010712
"Jeffrey's Brewery, Edinburgh",Samuel John Peploe,c.1900,1900,https://artuk.org/discover/artworks/jeffreys-brewery-edinburgh-107559/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/AAG/ABD_AAG_AG010714.jpg,oil on board,16.0,23.8,ABDAG010714
Studio Interior,Samuel John Peploe,1929,1929,https://artuk.org/discover/artworks/studio-interior-107561/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/AAG/ABD_AAG_ag010716-001.jpg,oil on canvas,76.5,63.6,ABDAG010716
White Roses and Grapes,Samuel John Peploe,,,https://artuk.org/discover/artworks/white-roses-and-grapes-94307/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/EDI/UNI/EDI_UNI_EU_0069-001.jpg,oil on canvas,44.0,39.0,EU0069
Still Life,Samuel John Peploe,,,https://artuk.org/discover/artworks/still-life-23494/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WYR/BMGH/WYR_BMGH_1936_041-001.jpg,oil on canvas,40.5,51.0,1936-041
Pink Roses,Samuel John Peploe,,,https://artuk.org/discover/artworks/pink-roses-214843/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/SS/SAYC/SS_SAYC_AYRRH_000585-001.jpg,oil on canvas,44.5,37.0,AYRRH_000585
Yellow Tulips and Statuette,Samuel John Peploe,c.1912–1927,1920,https://artuk.org/discover/artworks/yellow-tulips-and-statuette-37257/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/TWMS/LAG/TWMS_LAG_TWCMS_B8110-001.jpg,oil on canvas,55.6,50.8,TWCMS _ B8110
Still Life of Roses and a Bowl of Apples on a Green Tablecloth,Samuel John Peploe,,,https://artuk.org/discover/artworks/still-life-of-roses-and-a-bowl-of-apples-on-a-green-tablecloth-230336/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WS/PALG/WS_PALG_2328-001.jpg,oil on canvas,508.0,406.4,2328
"Samuel John Peploe (1871–1935), Artist, Self Portrait",Samuel John Peploe,,,https://artuk.org/discover/artworks/samuel-john-peploe-18711935-artist-self-portrait-213032/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_PG_1831-001.jpg,oil on canvas,50.8,40.6,PG 1831
Little Nude,Samuel John Peploe,c.1927–1930,1928,https://artuk.org/discover/artworks/little-nude-211602/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_GMA_30-001.jpg,oil on canvas,40.5,45.8,GMA 30
Iona,Samuel John Peploe,c.1923,1923,https://artuk.org/discover/artworks/iona-211600/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_GMA_5157-001.jpg,oil on plywood,37.8,45.4,GMA 5157
Tulips – The Blue Jug,Samuel John Peploe,c.1919,1919,https://artuk.org/discover/artworks/tulips-the-blue-jug-211597/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_GMA_29-001.jpg,oil on canvas,51.0,61.0,GMA 29
Still Life,Samuel John Peploe,c.1913,1913,https://artuk.org/discover/artworks/still-life-211595/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_GMA_32-001.jpg,oil on canvas,55.0,46.0,GMA 32
Roses,Samuel John Peploe,c.1920–1925,1922,https://artuk.org/discover/artworks/roses-211599/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_GMA_27-001.jpg,oil on canvas,50.8,61.0,GMA 27
Man Laughing (Tom Morris),Samuel John Peploe,c.1902,1902,https://artuk.org/discover/artworks/man-laughing-tom-morris-211586/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_GMA_33-001.jpg,oil on canvas,71.8,51.1,GMA 33
Boats at Royan,Samuel John Peploe,1910,1910,https://artuk.org/discover/artworks/boats-at-royan-211580/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_GMA_1949-001.jpg,oil on board,27.0,34.9,GMA 1949
Roses in a Grey Jar,Samuel John Peploe,c.1933,1933,https://artuk.org/discover/artworks/roses-in-a-grey-jar-214439/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_GMA_34-001.jpg,oil on canvas,50.8,40.6,GMA 34
Kirkcudbright,Samuel John Peploe,1914,1914,https://artuk.org/discover/artworks/kirkcudbright-218425/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WMRII/FWF/WMRII_FWF_102082-001.jpg,oil on canvas,53.3,63.5,FWAF_RF223
Roses,Samuel John Peploe,,,https://artuk.org/discover/artworks/roses-218426/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WMRII/FWF/WMRII_FWF_102083-001.jpg,oil on canvas,20.0,20.0,FWAF_RF178
Lady in a White Dress,Samuel John Peploe,1906,1906,https://artuk.org/discover/artworks/lady-in-a-white-dress-218423/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WMRII/FWF/WMRII_FWF_102080-001.jpg,oil on panel,30.4,35.5,FWAF_RF26
Perthshire Landscape,Samuel John Peploe,,,https://artuk.org/discover/artworks/perthshire-landscape-218430/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WMRII/FWF/WMRII_FWF_PCF25-001.jpg,oil on canvas,72.0,82.0,FWAF_RF370
Luxembourg Gardens,Samuel John Peploe,,,https://artuk.org/discover/artworks/luxembourg-gardens-218429/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WMRII/FWF/WMRII_FWF_183025-001.jpg,oil on wood panel,35.6,27.9,FWAF_RF480
Nannie (Mary Sanderson),Samuel John Peploe,c.1908,1908,https://artuk.org/discover/artworks/nannie-mary-sanderson-91209/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/DUN/UOD/DUN_UOD_ARTS_111-001.jpg,oil on canvas,49.5,29.0,DUNUC ARTS_111
Cassis,Samuel John Peploe,1913,1913,https://artuk.org/discover/artworks/cassis-138828/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/GLA/HAG/GLA_HAG_43997-001.jpg,oil on panel,32.6,41.0,GLAHA_43997
The Aloe Tree,Samuel John Peploe,1925,1925,https://artuk.org/discover/artworks/the-aloe-tree-205789/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/GMIII/MCAG/GMIII_MCAG_1929_376-001.jpg,oil on canvas,61.0,50.9,1929.376
"Spring, Comrie",Samuel John Peploe,1902,1902,https://artuk.org/discover/artworks/spring-comrie-124865/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CSF/FIFE/CSF_FIFE_KIRMG_322-001.jpg,oil on canvas,41.0,51.0,KIRMG_322
The Green Jar,Samuel John Peploe,1930,1930,https://artuk.org/discover/artworks/the-green-jar-124878/view_as/grid/search/has_image:on--work_type:painting--makers:samuel-john-peploe-18711935/page/10,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CSF/FIFE/CSF_FIFE_KIRMG_307-001.jpg,oil on canvas,35.5,30.5,KIRMG_307
